fetch_card_id,image_url,name,card_code,rarity,print_finish,set_name
mtg_17_m_pbfz_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_17_m_pbfz_foil.png,Void Winnower,17,Mythic,Foil,Pre-Release Cards
mtg_17_r_pltr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_17_r_pltr_foil.png,Forge Anew,17,Rare,Foil,Pre-Release Cards
mtg_170_m_pvow_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_170_m_pvow_foil.png,Manaform Hellkite,170,Mythic,Foil,Pre-Release Cards
mtg_171_m_peld_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_171_m_peld_foil.png,Questing Beast,171,Mythic,Foil,Pre-Release Cards
mtg_171_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_171_r_pafr_foil.png,"Zalto, Fire Giant Duke",171,Rare,Foil,Pre-Release Cards
mtg_171_r_pmh3_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_171_r_pmh3_foil.png,Springheart Nantuko,171,Rare,Foil,Pre-Release Cards
mtg_172_m_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_172_m_pafr_foil.png,"Zariel, Archduke of Avernus",172,Mythic,Foil,Pre-Release Cards
mtg_172_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_172_r_pm21_foil.png,Volcanic Salvo,172,Rare,Foil,Pre-Release Cards
mtg_172_r_psnc_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_172_r_psnc_foil.png,Cabaretti Ascendancy,172,Rare,Foil,Pre-Release Cards
mtg_173_r_pltr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_173_r_pltr_foil.png,"Legolas, Master Archer",173,Rare,Foil,Pre-Release Cards
mtg_173_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_173_r_pm21_foil.png,"Azusa, Lost but Seeking",173,Rare,Foil,Pre-Release Cards
mtg_174_r_pmh3_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_174_r_pmh3_foil.png,Thief of Existence,174,Rare,Foil,Pre-Release Cards
mtg_176_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_176_r_pafr_foil.png,Circle of Dreams Druid,176,Rare,Foil,Pre-Release Cards
mtg_176_r_pznr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_176_r_pznr_foil.png,Wayward Guide-Beast,176,Rare,Foil,Pre-Release Cards
mtg_177_r_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_177_r_kpp_7185_foil.png,In Search of Greatness,177,Rare,Foil,Pre-Release Cards
mtg_178_r_pkld_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_178_r_pkld_foil.png,"Depala, Pilot Exemplar",178,Rare,Foil,Pre-Release Cards
mtg_pc-178_R_standard_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_pc-178_R_standard_foil.png,Elemental Teachings,178,Rare,Foil,Pre-Release Cards
mtg_179_m_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_179_m_piko_foil.png,"Brokkos, Apex of Forever",179,Mythic,Foil,Pre-Release Cards
mtg_179_m_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_179_m_pm21_foil.png,Elder Gargaroth,179,Mythic,Foil,Pre-Release Cards
mtg_179_m_pznr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_179_m_pznr_foil.png,"Ashaya, Soul of the Wild",179,Mythic,Foil,Pre-Release Cards
mtg_179_r_psoi_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_179_r_psoi_foil.png,Scourge Wolf,179,Rare,Foil,Pre-Release Cards
mtg_18_m_pthb_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_18_m_pthb_foil.png,"Heliod, Sun-Crowned",18,Mythic,Foil,Pre-Release Cards
mtg_18_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_18_r_pafr_foil.png,Guardian of Faith,18,Rare,Foil,Pre-Release Cards
mtg_180_r_pblb_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_180_r_pblb_foil.png,Innkeeper's Talent,180,Rare,Foil,Pre-Release Cards
mtg_180_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_180_r_pm21_foil.png,Feline Sovereign,180,Rare,Foil,Pre-Release Cards
mtg_181_m_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_181_m_pafr_foil.png,Ellywick Tumblestrum,181,Mythic,Foil,Pre-Release Cards
mtg_pc-181_R_standard_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_pc-181_R_standard_foil.png,Great Divide Guide,181,Rare,Foil,Pre-Release Cards
mtg_182_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_182_r_piko_foil.png,Death's Oasis,182,Rare,Foil,Pre-Release Cards
mtg_183_m_pblb_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_183_m_pblb_foil.png,"Lumra, Bellow of the Woods",183,Mythic,Foil,Pre-Release Cards
mtg_183_m_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_183_m_pm21_foil.png,"Garruk, Unleashed",183,Mythic,Foil,Pre-Release Cards
mtg_183_r_pdom_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_183_r_pdom_foil.png,Sylvan Awakening,183,Rare,Foil,Pre-Release Cards
mtg_184_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_184_r_pafr_foil.png,Froghemoth,184,Rare,Foil,Pre-Release Cards
mtg_184_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_184_r_piko_foil.png,Eerie Ultimatum,184,Rare,Foil,Pre-Release Cards
mtg_184_r_psnc_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_184_r_psnc_foil.png,"Evelyn, the Covetous",184,Rare,Foil,Pre-Release Cards
mtg_185_r_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_185_r_kpp_7185_foil.png,Old-Growth Troll,185,Rare,Foil,Pre-Release Cards
mtg_185_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_185_r_piko_foil.png,Emergent Ultimatum,185,Rare,Foil,Pre-Release Cards
mtg_185_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_185_r_pm21_foil.png,Garruk's Harbinger,185,Rare,Foil,Pre-Release Cards
mtg_186_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_186_r_piko_foil.png,Frondland Felidar,186,Rare,Foil,Pre-Release Cards
mtg_186_r_pvow_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_186_r_pvow_foil.png,Ascendant Packleader,186,Rare,Foil,Pre-Release Cards
mtg_188_r_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_188_r_kpp_7185_foil.png,Realmwalker,188,Rare,Foil,Pre-Release Cards
mtg_188_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_188_r_pm21_foil.png,Heroic Intervention,188,Rare,Foil,Pre-Release Cards
mtg_pc-19_R_standard_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_pc-19_R_standard_foil.png,"Haliya, Guided by Light",19,Rare,Foil,Pre-Release Cards
mtg_190_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_190_r_pafr_foil.png,Instrument of the Bards,190,Rare,Foil,Pre-Release Cards
mtg_190_r_pwoe_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_190_r_pwoe_foil.png,Thunderous Debut,190,Rare,Foil,Pre-Release Cards
mtg_191_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_191_r_piko_foil.png,Inspired Ultimatum,191,Rare,Foil,Pre-Release Cards
mtg_191_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_191_r_pm21_foil.png,"Jolrael, Mwonvuli Recluse",191,Rare,Foil,Pre-Release Cards
mtg_191_r_psnc_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_191_r_psnc_foil.png,Hostile Takeover,191,Rare,Foil,Pre-Release Cards
mtg_192_r_pkld_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_192_r_pkld_foil.png,Aetherflux Reservoir,192,Rare,Foil,Pre-Release Cards
mtg_192_r_psnc_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_192_r_psnc_foil.png,Incandescent Aria,192,Rare,Foil,Pre-Release Cards
mtg_193_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_193_r_pafr_foil.png,Long Rest,193,Rare,Foil,Pre-Release Cards
mtg_193_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_193_r_piko_foil.png,Labyrinth Raptor,193,Rare,Foil,Pre-Release Cards
mtg_196_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_196_r_pafr_foil.png,Ochre Jelly,196,Rare,Foil,Pre-Release Cards
mtg_197_m_pmh3_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_197_m_pmh3_foil.png,"Phlage, Titan of Fire's Fury",197,Mythic,Foil,Pre-Release Cards
mtg_197_r_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_197_r_kpp_7185_foil.png,"Toski, Bearer of Secrets",197,Rare,Foil,Pre-Release Cards
mtg_197_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_197_r_pm21_foil.png,Primal Might,197,Rare,Foil,Pre-Release Cards
mtg_198_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_198_m_kpp_7185_foil.png,Tyvar Kell,198,Mythic,Foil,Pre-Release Cards
mtg_198_r_potj_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_198_r_potj_foil.png,"Bruse Tarl, Roving Rancher",198,Rare,Foil,Pre-Release Cards
mtg_198_r_psnc_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_198_r_psnc_foil.png,Maestros Ascendancy,198,Rare,Foil,Pre-Release Cards
mtg_198_r_pznr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_198_r_pznr_foil.png,Oran-Rief Ooze,198,Rare,Foil,Pre-Release Cards
mtg_199_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_199_m_kpp_7185_foil.png,"Vorinclex, Monstrous Raider",199,Mythic,Foil,Pre-Release Cards
mtg_199_r_prmkm_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_199_r_prmkm_foil.png,Drag the Canal,199,Rare,Foil,Pre-Release Cards
mtg_2_m_pznr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_2_m_pznr_foil.png,Angel of Destiny,2,Mythic,Foil,Pre-Release Cards
mtg_2_r_pakh_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_2_r_pakh_foil.png,Anointed Procession,2,Rare,Foil,Pre-Release Cards
mtg_20_m_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_20_m_pafr_foil.png,"Icingdeath, Frost Tyrant",20,Mythic,Foil,Pre-Release Cards
mtg_20_r_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_20_r_kpp_7185_foil.png,Rally the Ranks,20,Rare,Foil,Pre-Release Cards
mtg_201_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_201_r_piko_foil.png,Quartzwood Crasher,201,Rare,Foil,Pre-Release Cards
mtg_201_r_pvow_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_201_r_pvow_foil.png,Hamlet Vanguard,201,Rare,Foil,Pre-Release Cards
mtg_202_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_202_r_pafr_foil.png,Ranger Class,202,Rare,Foil,Pre-Release Cards
mtg_202_r_pmh3_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_202_r_pmh3_foil.png,"Rosheen, Roaring Prophet",202,Rare,Foil,Pre-Release Cards
mtg_202_r_pvow_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_202_r_pvow_foil.png,Hiveheart Shaman,202,Rare,Foil,Pre-Release Cards
mtg_203_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_203_m_kpp_7185_foil.png,Battle for Bretagard,203,Mythic,Foil,Pre-Release Cards
mtg_203_m_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_203_m_piko_foil.png,"Rielle, the Everwise",203,Mythic,Foil,Pre-Release Cards
mtg_203_r_peld_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_203_r_peld_foil.png,Stormfist Crusader,203,Rare,Foil,Pre-Release Cards
mtg_203_r_pznr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_203_r_pznr_foil.png,Scute Swarm,203,Rare,Foil,Pre-Release Cards
mtg_pc-203_R_standard_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_pc-203_R_standard_foil.png,"Aang, at the Crossroads",203,Rare,Foil,Pre-Release Cards
mtg_204_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_204_m_kpp_7185_foil.png,Battle of Frost and Fire,204,Mythic,Foil,Pre-Release Cards
mtg_204_r_pblb_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_204_r_pblb_foil.png,"Alania, Divergent Storm",204,Rare,Foil,Pre-Release Cards
mtg_204_r_pkld_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_204_r_pkld_foil.png,Deadlock Trap,204,Rare,Foil,Pre-Release Cards
mtg_204_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_204_r_pm21_foil.png,Scavenging Ooze,204,Rare,Foil,Pre-Release Cards
mtg_205_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_205_m_kpp_7185_foil.png,The Bears of Littjara,205,Mythic,Foil,Pre-Release Cards
mtg_206_r_pmid_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_206_r_pmid_foil.png,Unnatural Growth,206,Rare,Foil,Pre-Release Cards
mtg_pc-206_R_standard_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_pc-206_R_standard_foil.png,Tifa Lockhart,206,Rare,Foil,Pre-Release Cards
mtg_207_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_207_m_kpp_7185_foil.png,The Bloodsky Massacre,207,Mythic,Foil,Pre-Release Cards
mtg_207_m_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_207_m_pafr_foil.png,The Tarrasque,207,Mythic,Foil,Pre-Release Cards
mtg_207_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_207_r_piko_foil.png,Skycat Sovereign,207,Rare,Foil,Pre-Release Cards
mtg_207_r_pmh2_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_207_r_pmh2_foil.png,"Piru, the Volatile",207,Rare,Foil,Pre-Release Cards
mtg_208_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_208_r_piko_foil.png,Slitherwisp,208,Rare,Foil,Pre-Release Cards
mtg_208_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_208_r_pm21_foil.png,Sporeweb Weaver,208,Rare,Foil,Pre-Release Cards
mtg_pc-208_R_standard_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_pc-208_R_standard_foil.png,"Azula, Cunning Usurper",208,Rare,Foil,Pre-Release Cards
mtg_209_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_209_r_pafr_foil.png,"Varis, Silverymoon Ranger",209,Rare,Foil,Pre-Release Cards
mtg_209_r_pznr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_209_r_pznr_foil.png,Tajuru Paragon,209,Rare,Foil,Pre-Release Cards
mtg_pc-209_R_standard_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_pc-209_R_standard_foil.png,Beifong's Bounty Hunters,209,Rare,Foil,Pre-Release Cards
mtg_21_m_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_21_m_piko_foil.png,Luminous Broodmoth,21,Mythic,Foil,Pre-Release Cards
mtg_21_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_21_r_pm21_foil.png,Glorious Anthem,21,Rare,Foil,Pre-Release Cards
mtg_210_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_210_m_kpp_7185_foil.png,Firja's Retribution,210,Mythic,Foil,Pre-Release Cards
mtg_210_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_210_r_piko_foil.png,Song of Creation,210,Rare,Foil,Pre-Release Cards
mtg_211_m_pm20_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_211_m_pm20_foil.png,"Kethis, the Hidden Hand",211,Mythic,Foil,Pre-Release Cards
mtg_211_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_211_r_pafr_foil.png,Werewolf Pack Leader,211,Rare,Foil,Pre-Release Cards
mtg_212_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_212_r_piko_foil.png,Titans' Nest,212,Rare,Foil,Pre-Release Cards
mtg_213_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_213_m_kpp_7185_foil.png,Harald Unites the Elves,213,Mythic,Foil,Pre-Release Cards
mtg_213_r_pmh3_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_213_r_pmh3_foil.png,Winter Moon,213,Rare,Foil,Pre-Release Cards
mtg_214_m_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_214_m_piko_foil.png,"Vadrok, Apex of Thunder",214,Mythic,Foil,Pre-Release Cards
mtg_214_r_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_214_r_kpp_7185_foil.png,Immersturm Predator,214,Rare,Foil,Pre-Release Cards
mtg_215_m_pwoe_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_215_m_pwoe_foil.png,"Talion, the Kindly Lord",215,Mythic,Foil,Pre-Release Cards
mtg_215_r_pbfz_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_215_r_pbfz_foil.png,"Munda, Ambush Leader",215,Rare,Foil,Pre-Release Cards
mtg_215_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_215_r_piko_foil.png,Whirlwind of Thought,215,Rare,Foil,Pre-Release Cards
mtg_215_r_psnc_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_215_r_psnc_foil.png,"Rigo, Streetwise Mentor",215,Rare,Foil,Pre-Release Cards
mtg_pc-215_R_standard_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_pc-215_R_standard_foil.png,"Choco, Seeker of Paradise",215,Rare,Foil,Pre-Release Cards
mtg_216_m_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_216_m_piko_foil.png,"Winota, Joiner of Forces",216,Mythic,Foil,Pre-Release Cards
mtg_216_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_216_r_pafr_foil.png,Adult Gold Dragon,216,Rare,Foil,Pre-Release Cards
mtg_pc-216_R_standard_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_pc-216_R_standard_foil.png,"Dyadrine, Synthesis Amalgam",216,Rare,Foil,Pre-Release Cards
mtg_217_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_217_r_pafr_foil.png,Bard Class,217,Rare,Foil,Pre-Release Cards
mtg_217_r_potj_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_217_r_potj_foil.png,"Lilah, Undefeated Slickshot",217,Rare,Foil,Pre-Release Cards
mtg_218_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_218_m_kpp_7185_foil.png,Kaya the Inexorable,218,Mythic,Foil,Pre-Release Cards
mtg_219_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_219_m_kpp_7185_foil.png,King Narfi's Betrayal,219,Mythic,Foil,Pre-Release Cards
mtg_219_r_psnc_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_219_r_psnc_foil.png,Scheming Fence,219,Rare,Foil,Pre-Release Cards
mtg_22_r_psnc_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_22_r_psnc_foil.png,Mysterious Limousine,22,Rare,Foil,Pre-Release Cards
mtg_220_m_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_220_m_piko_foil.png,Fiend Artisan,220,Mythic,Foil,Pre-Release Cards
mtg_220_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_220_r_pafr_foil.png,Drizzt Do'Urden,220,Rare,Foil,Pre-Release Cards
mtg_220_r_pznr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_220_r_pznr_foil.png,"Akiri, Fearless Voyager",220,Rare,Foil,Pre-Release Cards
mtg_221_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_221_m_kpp_7185_foil.png,"Koma, Cosmos Serpent",221,Mythic,Foil,Pre-Release Cards
mtg_221_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_221_r_piko_foil.png,"Gyruda, Doom of Depths",221,Rare,Foil,Pre-Release Cards
mtg_221_r_pvow_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_221_r_pvow_foil.png,Splendid Reclamation,221,Rare,Foil,Pre-Release Cards
mtg_222_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_222_r_pafr_foil.png,Fighter Class,222,Rare,Foil,Pre-Release Cards
mtg_222_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_222_r_pm21_foil.png,"Niambi, Esteemed Speaker",222,Rare,Foil,Pre-Release Cards
mtg_224_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_224_r_piko_foil.png,"Kaheera, the Orphanguard",224,Rare,Foil,Pre-Release Cards
mtg_224_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_224_r_pm21_foil.png,"Radha, Heart of Keld",224,Rare,Foil,Pre-Release Cards
mtg_224_r_potj_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_224_r_potj_foil.png,Pillage the Bog,224,Rare,Foil,Pre-Release Cards
mtg_225_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_225_m_kpp_7185_foil.png,Niko Aris,225,Mythic,Foil,Pre-Release Cards
mtg_225_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_225_r_piko_foil.png,"Keruga, the Macrosage",225,Rare,Foil,Pre-Release Cards
mtg_225_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_225_r_pm21_foil.png,Sanctum of All,225,Rare,Foil,Pre-Release Cards
mtg_225_r_pznr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_225_r_pznr_foil.png,"Kaza, Roil Chaser",225,Rare,Foil,Pre-Release Cards
mtg_226_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_226_r_piko_foil.png,Lurrus of the Dream-Den,226,Rare,Foil,Pre-Release Cards
mtg_226_r_pznr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_226_r_pznr_foil.png,"Linvala, Shield of Sea Gate",226,Rare,Foil,Pre-Release Cards
mtg_227_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_227_m_kpp_7185_foil.png,The Raven's Warning,227,Mythic,Foil,Pre-Release Cards
mtg_227_m_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_227_m_pafr_foil.png,"Minsc, Beloved Ranger",227,Mythic,Foil,Pre-Release Cards
mtg_227_r_pdtk_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_227_r_pdtk_foil.png,Ojutai's Command,227,Rare,Foil,Pre-Release Cards
mtg_227_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_227_r_piko_foil.png,"Lutri, the Spellchaser",227,Rare,Foil,Pre-Release Cards
mtg_227_r_potj_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_227_r_potj_foil.png,Riku of Many Paths,227,Rare,Foil,Pre-Release Cards
mtg_228_m_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_228_m_pm21_foil.png,Chromatic Orrery,228,Mythic,Foil,Pre-Release Cards
mtg_228_r_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_228_r_kpp_7185_foil.png,"Sarulf, Realm Eater",228,Rare,Foil,Pre-Release Cards
mtg_228_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_228_r_pafr_foil.png,Monk Class,228,Rare,Foil,Pre-Release Cards
mtg_228_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_228_r_piko_foil.png,"Obosh, the Preypiercer",228,Rare,Foil,Pre-Release Cards
mtg_228_r_plci_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_228_r_plci_foil.png,Deepfathom Echo,228,Rare,Foil,Pre-Release Cards
mtg_229_m_kpp_7185_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_229_m_kpp_7185_foil.png,Showdown of the Skalds,229,Mythic,Foil,Pre-Release Cards
mtg_229_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_229_r_pafr_foil.png,"Orcus, Prince of Undeath",229,Rare,Foil,Pre-Release Cards
mtg_23_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_23_r_pafr_foil.png,Loyal Warhound,23,Rare,Foil,Pre-Release Cards
mtg_23_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_23_r_pm21_foil.png,Idol of Endurance,23,Rare,Foil,Pre-Release Cards
mtg_23_r_pvow_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_23_r_pvow_foil.png,Lantern Flare,23,Rare,Foil,Pre-Release Cards
mtg_23_r_pznr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_23_r_pznr_foil.png,Legion Angel,23,Rare,Foil,Pre-Release Cards
mtg_230_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_230_r_pafr_foil.png,Rogue Class,230,Rare,Foil,Pre-Release Cards
mtg_231_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_231_r_piko_foil.png,"Umori, the Collector",231,Rare,Foil,Pre-Release Cards
mtg_232_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_232_r_pafr_foil.png,Skeletal Swarming,232,Rare,Foil,Pre-Release Cards
mtg_232_r_piko_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_232_r_piko_foil.png,"Yorion, Sky Nomad",232,Rare,Foil,Pre-Release Cards
mtg_232_r_pm21_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_232_r_pm21_foil.png,Mazemind Tome,232,Rare,Foil,Pre-Release Cards
mtg_232_r_pstx_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_232_r_pstx_foil.png,Silverquill Command,232,Rare,Foil,Pre-Release Cards
mtg_233_r_pafr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_233_r_pafr_foil.png,Sorcerer Class,233,Rare,Foil,Pre-Release Cards
mtg_233_r_pznr_foil,https://card-images.fetchtcg.com/mtg/4382/large/mtg_233_r_pznr_foil.png,"Orah, Skyclave Hierophant",233,Rare,Foil,Pre-Release Cards
